,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
6186,Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,61.0,7.0,3.0,4.0,Ubisoft Montreal,E
6187,Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,64.0,24.0,8.3,27.0,Bohemia Interactive,T
6188,Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,35.0,8.0,4.8,13.0,7 Studios,E10+
6189,Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.01,0.0,0.0,0.04,80.0,34.0,6.8,26.0,Sumo Digital,E
6190,Front Mission,DS,2007,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,72.0,19.0,8.9,9.0,Square Enix,E10+
6191,Tropico 3,PC,2009,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.04,79.0,48.0,8.1,184.0,Haemimont,T
6192,Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,78.0,20.0,8.5,11.0,KCEJ,T
6193,Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,15.0,8.6,1620.0,DONTNOD Entertainment,M
6194,Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04,66.0,39.0,7.0,31.0,Rebellion,T
6195,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,76.0,12.0,4.3,286.0,Konami,E
6196,The Dark Spire,DS,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,69.0,23.0,7.7,21.0,Success,E10+
6197,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0.0,0.0,0.04,55.0,14.0,6.0,38.0,PlatinumGames,T
6198,Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,79.0,15.0,8.2,40.0,Pendulo Studios,T
6199,FlatOut 2,XB,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,38.0,7.3,8.0,Bugbear,T
6200,Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04,71.0,37.0,8.2,9.0,Rebellion,T
6201,Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0.0,0.0,0.0,0.04,37.0,4.0,7.8,5.0,Humongous Entertainment,E
6202,Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,70.0,23.0,7.3,125.0,Ubisoft Romania,T
6203,Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,35.0,8.0,5.8,78.0,CI Games,M
6204,Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,82.0,18.0,8.5,86.0,WayForward,E10+
6205,Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,74.0,11.0,8.8,6.0,SystemSoft,E
6206,Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0.0,0.0,0.0,0.04,67.0,9.0,7.6,9.0,Alfa System,T
6207,Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,80.0,20.0,8.1,46.0,Koei Tecmo Games,T
6208,FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04,43.0,5.0,7.5,4.0,Exient Entertainment,E
6209,City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.0,0.04,75.0,7.0,8.2,9.0,Monte Cristo Multimedia,E
6210,Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,67.0,23.0,8.2,50.0,5pb,M
6211,WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,60.0,33.0,6.1,7.0,G.Rev,T
6212,IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,86.0,9.0,8.8,115.0,1C: Maddox Games,T
6213,Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,47.0,17.0,5.0,7.0,Opus,M
6214,Praetorians,PC,2003,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,78.0,23.0,8.2,38.0,Pyro Studios,T
6215,Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68.0,30.0,6.3,4.0,"Namco Bandai Games America, Namco Bandai Games",E
6216,LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,43.0,4.0,8.3,4.0,Hellbent Games,E
6217,SPRay,Wii,2008,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,42.0,16.0,4.5,6.0,EKO Software,E10+
6218,Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,66.0,45.0,7.7,6.0,Hypnotix,M
6219,Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,81.0,6.0,8.9,26.0,Starbreeze,T
6220,Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,38.0,8.0,1.7,10.0,Panic Button,T
6221,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04,66.0,26.0,7.4,38.0,Fusionsphere Systems,T
6222,NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,72.0,26.0,7.0,4.0,EA Tiburon,E
6223,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,74.0,7.0,8.3,13.0,Konami,E
6224,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,70.0,33.0,6.9,28.0,"Examu, Marvelous Inc.",T
6225,Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.04,59.0,6.0,6.2,5.0,DC Studios,E
6226,Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,61.0,22.0,8.6,9.0,Eighting/Raizing,T
6227,Split/Second,PC,2010,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,79.0,18.0,8.2,116.0,Black Rock Studio,E10+
6228,Resident Evil 6,PC,2012,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,69.0,18.0,5.9,868.0,"Capcom, QLOC",M
6229,Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,75.0,30.0,7.3,23.0,Vicious Cycle,M
6230,Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04,13.0,4.0,1.0,218.0,"Eutechnyx, Deep Silver",M
6231,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,70.0,18.0,5.9,163.0,EA Games,E10+
6232,Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0.0,0.0,0.04,71.0,5.0,8.1,7.0,Black Ship Games,T
6233,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,46.0,4.0,5.8,10.0,Ubisoft Osaka,E
6234,Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,45.0,7.0,5.6,37.0,"Prope, Kadokawa",E10+
6235,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,42.0,14.0,7.1,13.0,Krome Studios,T
6236,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,92.0,6.0,8.2,77.0,Maxis,T
6237,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0.0,0.0,0.04,78.0,14.0,7.7,35.0,Traveller's Tales,E10+
6238,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,76.0,23.0,7.7,40.0,Maxis,T
6239,Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,37.0,5.0,6.3,4.0,"Pipeworks Software, Inc.",M
6240,The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,70.0,10.0,8.6,7.0,Snap Dragon Games,E10+
6241,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,64.0,4.0,6.8,12.0,Wicked Witch Software,E
6242,Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04,72.0,34.0,6.5,57.0,Cyanide,T
6243,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,75.0,20.0,7.7,40.0,Ascaron Entertainment GmbH,T
6244,Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,41.0,21.0,4.0,10.0,Starsphere Interactive,E
6245,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,70.0,42.0,7.2,204.0,Relic,M
6246,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,75.0,15.0,8.4,19.0,Arc System Works,T
6247,WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,59.0,9.0,5.5,4.0,3DO,T
6248,Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0.0,0.01,0.04,78.0,21.0,8.5,353.0,Capcom,M
6249,Barnyard,Wii,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04,65.0,15.0,5.7,7.0,Blue Tongue Entertainment,E10+
6250,Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0.0,0.0,0.01,0.04,62.0,19.0,4.9,22.0,"Atari, Slightly Mad Studios, Atari SA",E
6251,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,77.0,41.0,7.9,349.0,Nival Interactive,T
6252,Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,78.0,22.0,7.2,21.0,Kojima Productions,M
6253,Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0.0,0.01,0.04,66.0,19.0,5.8,9.0,Terminal Reality,T
6254,Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,84.0,25.0,8.7,119.0,Ensemble Studios,T
6255,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04,72.0,26.0,8.3,19.0,5pb,T
6256,Virtua Tennis 4,PC,2011,Sports,Sega,0.0,0.03,0.0,0.01,0.04,66.0,5.0,7.3,43.0,Sega,E
6257,Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,66.0,17.0,6.9,7.0,PopTop Software,T
6258,Unchained Blades ,3DS,2011,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,65.0,8.0,7.8,16.0,FuRyu,T
6259,Terraria,XOne,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04,84.0,5.0,7.7,29.0,Engine Software,T
6260,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,87.0,36.0,8.6,235.0,Relic,M
6261,Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.04,47.0,5.0,5.7,6.0,Mistic Software,E
6262,Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,69.0,27.0,9.2,6.0,Team 17,T
6263,Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,89.0,30.0,9.0,274.0,Big Huge Games,T
6264,Men of War: Vietnam,PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,68.0,19.0,4.9,35.0,Best Way,T
6265,Imperial Glory,PC,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,69.0,28.0,8.4,73.0,Pyro Studios,T
6266,Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,31.0,5.0,5.0,8.0,Empire Interactive,E
6267,Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,53.0,29.0,8.5,13.0,Omega Force,T
6268,Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,67.0,22.0,6.1,9.0,SNK Playmore,T
6269,Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,66.0,18.0,6.4,34.0,Gaming Minds Studios,E
6270,Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,67.0,7.0,7.5,4.0,Konami,E
6271,Resident Evil: Revelations,PC,2013,Action,Capcom,0.0,0.04,0.0,0.0,0.04,77.0,12.0,7.0,342.0,Capcom,M
6272,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,52.0,34.0,2.8,5.0,Double Helix Games,T
6273,Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,68.0,11.0,8.5,6.0,Iridon Interactive AB,E
6274,Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0.0,0.0,0.04,62.0,29.0,6.7,7.0,Amuze,M
6275,Dead Rising,PS4,2016,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6.0,6.6,30.0,Capcom,M
6276,Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,94.0,30.0,8.8,1520.0,Rockstar North,M
6277,Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59.0,8.0,5.1,7.0,Ubisoft Montreal,E10+
6278,SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,50.0,26.0,7.7,9.0,3G Studios,T
6279,Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,50.0,7.0,8.3,6.0,Naps Team,E10+
6280,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,47.0,5.0,5.5,6.0,Telltale Games,M
6281,Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,34.0,41.0,2.2,42.0,Hudson,T
6282,Empire Earth III,PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,50.0,40.0,2.8,53.0,Mad Doc Software,T
6283,Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0.0,0.03,0.0,0.01,0.04,48.0,8.0,3.8,188.0,Slant Six,M
6284,Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,42.0,8.8,24.0,Funcom,M
6285,JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,48.0,4.0,3.1,14.0,Trickstar Games,T
6286,Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,72.0,27.0,8.0,25.0,Gameloft,T
6287,Colin McRae Rally 3,XB,2002,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,86.0,25.0,7.4,14.0,Codemasters,E
6288,TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04,42.0,10.0,2.2,5.0,Ubisoft Quebec,E10+
6289,Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,51.0,16.0,7.4,16.0,Blue 52,T
6290,Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,72.0,21.0,7.7,16.0,Bongfish,T
6291,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,72.0,8.0,7.1,31.0,TT Games,E10+
6292,Pro Race Driver,XB,2003,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,80.0,17.0,7.5,4.0,Codemasters,T
6293,The Movies,PC,2005,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,84.0,62.0,8.3,131.0,Lionhead Studios,T
6294,FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,71.0,7.0,7.2,6.0,EA Canada,E
6295,Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0.0,0.0,0.04,81.0,35.0,8.9,219.0,Gas Powered Games,E10+
6296,Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,75.0,7.0,8.5,11.0,Dimps Corporation,E10+
6297,Lost Planet 3,PC,2013,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,61.0,17.0,6.2,210.0,Spark Unlimited,T
6298,Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04,60.0,22.0,8.8,8.0,From Software,T
6299,Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,74.0,36.0,6.6,5.0,Q Entertainment,E
6300,Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04,49.0,7.0,6.3,4.0,Rising Star Games,E
6301,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,58.0,16.0,7.7,498.0,Mercury Steam,M
6302,Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,Activision,0.03,0.0,0.0,0.0,0.04,39.0,4.0,7.4,10.0,Nightlight Studios,E10+
6303,Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,83.0,40.0,7.4,396.0,Gearbox Software,M
6304,Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,69.0,13.0,7.9,16.0,Tri-Ace,T
6305,Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,68.0,15.0,7.3,8.0,EnjoyUp Games,T
6306,Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,69.0,44.0,6.4,83.0,"Climax Group, Climax Studios",T
6307,Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04,66.0,4.0,7.8,48.0,Team 17,E10+
6308,Rugby 08,PS2,2007,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.04,74.0,21.0,7.4,25.0,EA Canada,E
6309,Caesar IV,PC,2006,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,74.0,32.0,7.6,43.0,Tilted Mill,E10+
6310,Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,71.0,37.0,6.2,26.0,Eutechnyx,E
6311,Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,53.0,28.0,8.8,4.0,KCEJ,M
6312,Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,72.0,14.0,8.1,25.0,Bandai Namco Games,T
6313,APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,56.0,12.0,5.7,269.0,"Reloaded Productions, Reloaded Games Inc.",M
6314,Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.04,50.0,12.0,4.8,4.0,Marvelous Entertainment,E
6315,Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.03,0.0,0.0,0.0,0.04,52.0,7.0,5.8,5.0,Traveller's Tales,E10+
6316,Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,63.0,11.0,7.1,34.0,EA Games,E10+
6317,C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04,44.0,16.0,6.9,19.0,NoWay Studio,M
6318,Chaos Wars,PS2,2006,Strategy,Idea Factory,0.0,0.0,0.04,0.0,0.04,64.0,9.0,6.9,9.0,Idea Factory,T
6319,Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04,74.0,35.0,8.2,17.0,Irem,T
6320,Scaler,GC,2004,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,69.0,11.0,7.3,8.0,Artificial Mind and Movement,E
6321,Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04,73.0,18.0,7.5,57.0,Radical Entertainment,M
6322,Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,68.0,13.0,6.3,15.0,System Prisma,T
6323,Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04,68.0,22.0,8.3,4.0,SNK Playmore,T
6324,Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,67.0,19.0,7.2,50.0,KnowWonder,E
6325,OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.03,0.01,0.0,0.0,0.04,82.0,31.0,8.1,14.0,Sumo Digital,E
6326,Without Warning,PS2,2005,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04,45.0,25.0,6.5,8.0,CiRCLE,M
6327,Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,37.0,14.0,4.6,7.0,7 Studios,E10+
6328,Saints Row 2,PC,2009,Action,THQ,0.0,0.03,0.0,0.01,0.04,72.0,24.0,6.8,380.0,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M
6329,Trine 2,PC,2011,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,84.0,55.0,8.4,667.0,"Frozenbyte, Inc.",E10+
6330,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,67.0,30.0,8.2,29.0,InLight Entertainment,E10+
6331,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04,54.0,48.0,3.5,284.0,Deep Silver Dambuster Studios,M
6332,RLH: Run Like Hell,XB,2003,Shooter,Avalon Interactive,0.03,0.01,0.0,0.0,0.04,55.0,22.0,8.0,5.0,Digital Mayhem,M
6333,Obscure,XB,2004,Adventure,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04,66.0,29.0,8.4,9.0,Hydravision,M
6334,Just Dance 2017,XOne,2016,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,75.0,5.0,8.0,6.0,Ubisoft Paris,E10+
6335,Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04,71.0,24.0,8.0,30.0,Experience Inc.,T
6336,World of Goo,PC,2008,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,90.0,26.0,8.5,607.0,2D Boy,E
6337,Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04,64.0,14.0,7.1,17.0,"Fusionsphere Systems, Animation Arts",T
6338,Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,66.0,25.0,6.8,6.0,Gaia (Sony),T
6339,Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,0.0,0.03,0.0,0.0,0.04,80.0,19.0,7.7,57.0,PopTop Software,E
6340,S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,75.0,47.0,7.7,478.0,GSC Game World,M
6341,Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04,68.0,33.0,7.4,16.0,People Can Fly,M
6342,FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,0.02,0.01,0.0,0.0,0.04,71.0,6.0,8.9,10.0,Jester Interactive,E
6343,World in Conflict,PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,89.0,44.0,8.1,301.0,Massive Entertainment,T
6344,Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,83.0,26.0,8.1,242.0,Nixxes Software,T
6345,Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03,73.0,70.0,7.5,580.0,Sucker Punch,T
6346,Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,53.0,9.0,5.1,22.0,Cyanide,E
6347,RedCard 20-03,XB,2002,Sports,Midway Games,0.03,0.01,0.0,0.0,0.03,67.0,8.0,9.0,4.0,Point of View,E
6348,Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,63.0,14.0,6.0,7.0,Xpec,T
6349,TOCA Race Driver 3,XB,2006,Racing,Codemasters,0.03,0.01,0.0,0.0,0.03,84.0,25.0,8.0,6.0,Codemasters,E10+
6350,Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,70.0,5.0,8.0,5.0,Now Production,T
6351,The Cursed Crusade,PC,2011,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.03,55.0,7.0,6.0,33.0,Kylotonn,M
6352,Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0.0,0.03,0.0,0.0,0.03,58.0,7.0,2.5,19.0,Enlight Software,E
6353,DarkStar One,PC,2006,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,71.0,33.0,7.2,54.0,Ascaron Entertainment GmbH,T
6354,Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,82.0,35.0,8.8,528.0,Io Interactive,M
6355,Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0.0,0.0,0.01,0.03,77.0,15.0,6.9,15.0,Gearbox Software,M
6356,Section 8,PC,2009,Shooter,SouthPeak Games,0.02,0.01,0.0,0.0,0.03,72.0,31.0,7.0,78.0,TimeGate Studios,T
6357,Alpha Protocol,PC,2010,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.03,72.0,25.0,7.5,511.0,Obsidian Entertainment,M
